@timestamp,action,agent.hostname,client_ip,event.ingested,file_end,file_position,file_start,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,name_of_service,success,timestamp,user_service
"Oct 24, 2022 @ 23:29:57.634",realpath,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,.,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|realpath|ok|.,data,ok,Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",open,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",company_metrics.txt,-,w,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|open|ok|w|company_metrics.txt,data,ok,Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",fchmod_acl,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",744,-,company_metrics.txt,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|fchmod_acl|fail (No data available)|company_metrics.txt|744,data,fail (No data available),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",get_dos_attributes,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|get_dos_attributes|fail (No data available)|company_metrics.txt,data,fail (No data available),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",is_offline,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|is_offline|fail (Operation not supported)|company_metrics.txt,data,fail (Operation not supported),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",aio_force,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|aio_force|fail (Success)|company_metrics.txt,data,fail (Success),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",get_dos_attributes,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|get_dos_attributes|fail (Success)|company_metrics.txt,data,fail (Success),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",is_offline,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|is_offline|fail (Operation not supported)|company_metrics.txt,data,fail (Operation not supported),Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",pwrite,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|pwrite|ok|company_metrics.txt,data,ok,Oct 24 23:29:56,sambacry
"Oct 24, 2022 @ 23:29:57.634",close,fileserver,10.10.10.2,"Oct 24, 2022 @ 23:29:58.636",-,company_metrics.txt,-,fileserver,40beb5eb909e171860ceee669da56e1d,10.10.10.30,02:42:0a:0a:0a:1e,jessie,debian,5.15.0-52-generic,Debian GNU/Linux,linux,8 (jessie),Oct 24 23:29:56 fileserver smbd_audit: sambacry|10.10.10.2|data|close|ok|company_metrics.txt,data,ok,Oct 24 23:29:56,sambacry
